,instant,season,is_yr_one,mnth,hr,holiday,weekday,workingday,weathersit,temp,hum,windspeed,casual,registered,cnt,Categorical_target
14750,14751,3,True,9,19,False,2,True,1,0.62,0.41,0.194,56,540,596,High demand
7322,7323,4,False,11,17,False,0,False,1,0.44,0.62,0.1642,71,185,256,High demand
1276,1277,1,False,2,8,False,6,False,2,0.24,0.6,0.0,2,55,57,Low demand
11678,11679,2,True,5,19,False,0,False,2,0.6,0.64,0.1642,117,266,383,High demand
6580,6581,4,False,10,18,False,4,True,1,0.54,0.64,0.0896,59,479,538,High demand
15587,15588,4,True,10,16,False,2,True,1,0.54,0.39,0.2836,79,367,446,High demand
2868,2869,2,False,5,10,False,3,True,2,0.34,0.93,0.2836,5,26,31,Medium-Low demand
9017,9018,1,True,1,14,True,1,False,1,0.24,0.44,0.3881,23,158,181,Medium-High demand
4268,4269,3,False,7,18,False,5,True,1,0.8,0.24,0.2537,98,324,422,High demand
6964,6965,4,False,10,19,False,6,False,1,0.44,0.67,0.0,47,173,220,Medium-High demand
4478,4479,3,False,7,12,False,0,False,1,0.82,0.46,0.2836,133,244,377,High demand
3456,3457,2,False,5,22,False,6,False,1,0.66,0.78,0.2239,46,115,161,Medium-High demand
9730,9731,1,True,2,9,False,3,True,1,0.32,0.61,0.3284,5,226,231,Medium-Low demand
15768,15769,4,True,10,5,False,3,True,1,0.5,0.82,0.0,1,52,53,Low demand
1207,1208,1,False,2,9,False,3,True,1,0.18,0.51,0.0896,9,130,139,Medium-Low demand
16438,16439,4,True,11,16,True,4,False,1,0.46,0.33,0.0,101,81,182,High demand
17314,17315,1,True,12,7,False,6,False,2,0.26,0.7,0.1343,1,17,18,Low demand
10710,10711,2,True,3,9,False,2,True,1,0.24,0.38,0.194,8,259,267,Medium-Low demand
8134,8135,4,False,12,14,False,6,False,1,0.34,0.31,0.3284,51,242,293,High demand
15863,15864,4,True,10,4,False,0,False,2,0.5,0.63,0.3582,1,19,20,Low demand
6652,6653,4,False,10,18,False,0,False,1,0.64,0.5,0.1045,186,228,414,High demand
13714,13715,3,True,7,15,False,1,True,1,0.8,0.49,0.2537,51,185,236,High demand
8397,8398,1,False,12,13,False,3,True,3,0.44,0.94,0.2985,3,55,58,Low demand
4559,4560,3,False,7,21,False,3,True,1,0.7,0.79,0.1045,56,194,250,High demand
9244,9245,1,True,1,2,False,4,True,2,0.28,0.75,0.1642,1,6,7,Low demand
7193,7194,4,False,11,8,False,2,True,1,0.36,0.71,0.2537,17,402,419,Medium-Low demand
2616,2617,2,False,4,22,False,6,False,2,0.58,0.78,0.2537,55,114,169,High demand
7926,7927,4,False,12,22,False,4,True,1,0.3,0.61,0.0,5,99,104,Medium-Low demand
14328,14329,3,True,8,5,False,6,False,2,0.64,0.73,0.1642,4,10,14,Low demand
15447,15448,4,True,10,20,False,3,True,1,0.52,0.48,0.4925,21,371,392,Medium-High demand
15301,15302,4,True,10,18,False,4,True,1,0.66,0.57,0.1045,75,812,887,High demand
5296,5297,3,False,8,14,False,6,False,1,0.74,0.7,0.2537,113,146,259,High demand
9921,9922,1,True,2,10,False,4,True,1,0.42,0.67,0.194,41,107,148,Medium-High demand
14883,14884,3,True,9,8,False,1,True,1,0.54,0.77,0.0896,36,647,683,Medium-High demand
8515,8516,1,False,12,13,True,1,False,1,0.38,0.4,0.2985,57,83,140,High demand
12093,12094,2,True,5,2,False,4,True,1,0.6,0.88,0.0,1,15,16,Low demand
16124,16125,4,True,11,14,False,5,True,1,0.46,0.38,0.194,67,207,274,High demand
9838,9839,1,True,2,21,False,0,False,3,0.26,0.65,0.1642,3,33,36,Low demand
7281,7282,4,False,11,0,False,6,False,1,0.32,0.45,0.3582,4,48,52,Low demand
11087,11088,2,True,4,4,False,4,True,1,0.3,0.61,0.2239,0,1,1,Low demand
16384,16385,4,True,11,10,False,2,True,2,0.4,0.66,0.0896,32,144,176,Medium-High demand
4307,4308,3,False,7,9,False,0,False,1,0.7,0.74,0.2537,82,99,181,High demand
10216,10217,1,True,3,18,False,2,True,1,0.34,0.42,0.3284,15,442,457,Medium-Low demand
11340,11341,2,True,4,17,False,0,False,3,0.36,0.93,0.4478,2,25,27,Low demand
2109,2110,2,False,4,18,False,6,False,1,0.38,0.54,0.194,69,110,179,High demand
10369,10370,1,True,3,4,False,2,True,2,0.46,0.82,0.194,0,1,1,Low demand
10135,10136,1,True,3,9,False,6,False,3,0.38,0.87,0.0896,7,87,94,Medium-Low demand
11064,11065,2,True,4,5,False,3,True,1,0.28,0.56,0.194,1,26,27,Low demand
12793,12794,3,True,6,6,False,5,True,2,0.74,0.66,0.0,4,118,122,Low demand
13544,13545,3,True,7,13,False,1,True,2,0.8,0.52,0.1045,64,176,240,High demand
15045,15046,4,True,9,2,False,1,True,2,0.46,0.63,0.1343,0,8,8,Low demand
10261,10262,1,True,3,15,False,4,True,1,0.64,0.38,0.6866,24,161,185,Medium-High demand
1369,1370,1,False,3,8,False,3,True,1,0.24,0.65,0.2836,13,243,256,Medium-Low demand
4921,4922,3,False,7,23,False,4,True,1,0.76,0.75,0.194,28,95,123,Medium-High demand
7631,7632,4,False,11,14,False,6,False,1,0.42,0.32,0.2985,121,228,349,High demand
15934,15935,4,True,11,15,False,4,True,2,0.4,0.54,0.1642,35,179,214,Medium-High demand
2821,2822,2,False,5,11,False,1,True,1,0.58,0.73,0.2985,34,96,130,Medium-High demand
6060,6061,3,False,9,2,False,4,True,1,0.62,0.73,0.1045,0,5,5,Low demand
4774,4775,3,False,7,20,False,5,True,1,0.84,0.56,0.0,46,166,212,Medium-High demand
3891,3892,2,False,6,1,False,4,True,1,0.58,0.6,0.0,4,13,17,Low demand
4570,4571,3,False,7,8,False,4,True,1,0.64,0.5,0.3582,53,433,486,High demand
15824,15825,4,True,10,13,False,5,True,2,0.58,0.68,0.1343,77,260,337,High demand
13180,13181,3,True,7,9,False,0,False,1,0.86,0.5,0.1045,70,172,242,High demand
9782,9783,1,True,2,13,False,5,True,1,0.4,0.43,0.3582,34,171,205,Medium-High demand
12592,12593,2,True,6,21,False,3,True,1,0.64,0.44,0.3582,79,317,396,High demand
1489,1490,1,False,3,10,False,1,True,1,0.24,0.6,0.2985,15,43,58,Medium-Low demand
7854,7855,4,False,11,22,False,1,True,2,0.52,0.83,0.1045,7,102,109,Medium-Low demand
12267,12268,2,True,5,8,False,4,True,1,0.62,0.57,0.2537,18,675,693,Medium-High demand
11305,11306,2,True,4,6,False,6,False,1,0.5,0.82,0.2239,10,21,31,Medium-Low demand
6870,6871,4,False,10,20,False,2,True,1,0.54,0.64,0.1642,23,204,227,Medium-High demand
2107,2108,2,False,4,16,False,6,False,1,0.38,0.62,0.3284,111,85,196,High demand
762,763,1,False,2,5,False,5,True,2,0.14,0.63,0.1343,0,7,7,Low demand
12949,12950,3,True,6,18,False,4,True,1,0.86,0.25,0.2239,100,597,697,High demand
8889,8890,1,True,1,6,False,3,True,1,0.2,0.86,0.1343,2,72,74,Low demand
12346,12347,2,True,6,15,False,0,False,1,0.7,0.34,0.0,236,408,644,High demand
3052,3053,2,False,5,2,False,4,True,1,0.44,0.94,0.194,1,14,15,Low demand
10567,10568,2,True,3,10,False,3,True,2,0.52,0.83,0.1642,30,124,154,Medium-High demand
335,336,1,False,1,11,False,6,False,1,0.2,0.55,0.2239,18,54,72,Medium-High demand
505,506,1,False,1,3,False,0,False,1,0.02,0.62,0.1343,1,4,5,Low demand
12511,12512,2,True,6,12,False,0,False,1,0.82,0.3,0.0,173,329,502,High demand
5643,5644,3,False,8,14,False,0,False,1,0.78,0.43,0.4179,157,290,447,High demand
16445,16446,4,True,11,23,True,4,False,1,0.3,0.7,0.0,8,28,36,Medium-Low demand
3212,3213,2,False,5,18,False,3,True,1,0.6,0.73,0.2239,58,431,489,High demand
5089,5090,3,False,8,23,False,4,True,1,0.66,0.74,0.1045,24,108,132,Medium-High demand
1809,1810,2,False,3,2,False,1,True,2,0.34,0.71,0.3284,1,5,6,Low demand
10957,10958,2,True,4,17,False,5,True,1,0.52,0.23,0.4179,172,483,655,High demand
7419,7420,4,False,11,18,False,4,True,2,0.36,0.81,0.1642,10,263,273,Medium-Low demand
13348,13349,3,True,7,9,False,0,False,2,0.72,0.79,0.0,58,163,221,High demand
10828,10829,2,True,4,7,False,0,False,2,0.36,0.71,0.1343,29,55,84,Medium-High demand
1337,1338,1,False,3,0,False,2,True,1,0.3,0.7,0.4627,0,7,7,Low demand
9570,9571,1,True,2,17,False,3,True,3,0.24,0.87,0.1045,8,147,155,Medium-Low demand
11411,11412,2,True,4,16,False,3,True,1,0.6,0.2,0.3284,49,327,376,High demand
8549,8550,1,False,12,23,False,2,True,1,0.3,0.93,0.1343,2,24,26,Low demand
6728,6729,4,False,10,22,False,3,True,3,0.54,0.94,0.0896,3,40,43,Low demand
17083,17084,4,True,12,14,False,3,True,1,0.42,0.5,0.194,33,185,218,Medium-High demand
7025,7026,4,False,10,8,False,2,True,1,0.44,0.72,0.0,25,383,408,Medium-High demand
4385,4386,3,False,7,15,False,3,True,1,0.76,0.7,0.2836,55,130,185,High demand
726,727,1,False,2,15,False,3,True,1,0.38,0.76,0.3284,10,66,76,Medium-Low demand
5104,5105,3,False,8,14,False,5,True,2,0.78,0.52,0.2537,81,164,245,High demand
7347,7348,4,False,11,18,False,1,True,1,0.46,0.59,0.1045,18,407,425,Medium-High demand
6824,6825,4,False,10,22,False,0,False,1,0.56,0.49,0.4179,42,88,130,Medium-High demand
11435,11436,2,True,4,16,False,4,True,2,0.52,0.83,0.2239,37,281,318,Medium-High demand
7561,7562,4,False,11,16,False,3,True,3,0.48,0.94,0.1045,13,110,123,Medium-Low demand
6445,6446,4,False,10,3,False,6,False,1,0.46,0.59,0.4179,8,17,25,Medium-Low demand
13127,13128,3,True,7,4,False,5,True,1,0.74,0.66,0.2239,2,4,6,Low demand
9540,9541,1,True,2,11,False,2,True,1,0.36,0.46,0.194,9,120,129,Medium-Low demand
6497,6498,4,False,10,7,False,1,True,2,0.36,0.71,0.1343,8,241,249,Medium-Low demand
757,758,1,False,2,23,False,4,True,1,0.2,0.47,0.1045,4,34,38,Low demand
16718,16719,4,True,12,9,False,2,True,1,0.46,0.82,0.1045,19,317,336,Medium-High demand
9336,9337,1,True,1,22,False,0,False,1,0.32,0.26,0.3881,7,57,64,Medium-Low demand
363,364,1,False,1,15,False,0,False,1,0.26,0.38,0.2537,35,78,113,Medium-High demand
11597,11598,2,True,5,10,False,4,True,2,0.52,0.77,0.0,36,132,168,Medium-High demand
3752,3753,2,False,6,6,False,5,True,1,0.66,0.78,0.0896,10,94,104,Medium-Low demand
1162,1163,1,False,2,5,True,1,False,2,0.34,0.36,0.0,1,2,3,Low demand
15923,15924,4,True,11,4,False,4,True,2,0.34,0.66,0.1045,2,8,10,Low demand
6187,6188,3,False,9,9,False,2,True,3,0.54,0.94,0.2239,5,64,69,Medium-Low demand
13975,13976,3,True,8,12,False,5,True,2,0.74,0.66,0.3582,75,240,315,High demand
189,190,1,False,1,4,False,0,False,1,0.08,0.53,0.194,0,1,1,Low demand
11952,11953,2,True,5,5,False,5,True,1,0.46,0.77,0.1045,1,33,34,Low demand
11358,11359,2,True,4,11,False,1,True,2,0.32,0.7,0.3582,10,91,101,Medium-Low demand
3914,3915,2,False,6,0,False,5,True,1,0.56,0.88,0.0896,3,21,24,Low demand
12245,12246,2,True,5,10,False,3,True,2,0.62,0.69,0.2836,39,138,177,Medium-High demand
188,189,1,False,1,3,False,0,False,1,0.1,0.46,0.4179,0,4,4,Low demand
1670,1671,1,False,3,5,False,2,True,1,0.24,0.75,0.194,0,11,11,Low demand
3259,3260,2,False,5,17,False,5,True,1,0.62,0.53,0.0,71,483,554,High demand
595,596,1,False,1,0,False,5,True,2,0.2,0.75,0.1343,0,9,9,Low demand
12013,12014,2,True,5,18,False,0,False,1,0.7,0.51,0.3284,146,328,474,High demand
1415,1416,1,False,3,6,False,5,True,2,0.16,0.74,0.0896,1,28,29,Low demand
3619,3620,2,False,6,17,False,6,False,2,0.72,0.34,0.2537,142,202,344,High demand
4733,4734,3,False,7,3,False,4,True,2,0.74,0.79,0.1343,1,5,6,Low demand
16634,16635,4,True,11,21,False,5,True,1,0.3,0.75,0.0896,14,169,183,Medium-Low demand
16074,16075,4,True,11,11,False,3,True,2,0.32,0.51,0.3582,15,132,147,Medium-Low demand
11893,11894,2,True,5,18,False,2,True,1,0.7,0.61,0.0896,68,665,733,High demand
6283,6284,4,False,9,9,False,6,False,2,0.6,0.88,0.0896,41,134,175,Medium-High demand
8774,8775,1,True,1,10,False,5,True,1,0.26,0.65,0.194,14,102,116,Medium-Low demand
2184,2185,2,False,4,21,False,2,True,1,0.34,0.46,0.5224,8,81,89,Medium-Low demand
7452,7453,4,False,11,3,False,6,False,1,0.24,0.7,0.1343,4,13,17,Low demand
12744,12745,2,True,6,5,False,3,True,1,0.66,0.83,0.0896,2,37,39,Low demand
15675,15676,4,True,10,8,False,6,False,1,0.46,0.67,0.1343,29,164,193,Medium-High demand
6394,6395,4,False,9,0,False,4,True,1,0.6,0.94,0.194,7,33,40,Medium-Low demand
13711,13712,3,True,7,12,False,1,True,2,0.76,0.58,0.1045,77,201,278,High demand
3995,3996,2,False,6,9,False,1,True,2,0.6,0.78,0.2537,19,200,219,Medium-High demand
12606,12607,2,True,6,11,False,4,True,1,0.66,0.57,0.2537,60,168,228,High demand
106,107,1,False,1,15,False,3,True,1,0.3,0.28,0.194,7,55,62,Medium-Low demand
924,925,1,False,2,1,False,5,True,1,0.1,0.54,0.0896,1,6,7,Low demand
12496,12497,2,True,6,21,False,6,False,1,0.74,0.4,0.194,105,211,316,High demand
3948,3949,2,False,6,10,False,6,False,1,0.72,0.62,0.194,68,176,244,High demand
17288,17289,1,True,12,5,False,5,True,2,0.24,0.6,0.0896,0,15,15,Low demand
5668,5669,3,False,8,15,False,1,True,1,0.7,0.42,0.1642,56,164,220,High demand
14957,14958,3,True,9,10,False,4,True,1,0.58,0.53,0.0896,33,157,190,Medium-High demand
4575,4576,3,False,7,13,False,4,True,1,0.76,0.33,0.3284,39,138,177,Medium-High demand
11178,11179,2,True,4,23,False,0,False,1,0.66,0.5,0.3881,25,65,90,Medium-High demand
12154,12155,2,True,5,15,False,6,False,1,0.76,0.66,0.2836,274,239,513,High demand
10799,10800,2,True,3,2,False,6,False,2,0.42,0.77,0.2537,14,55,69,Medium-Low demand
16631,16632,4,True,11,18,False,5,True,2,0.34,0.61,0.0,20,489,509,Medium-High demand
385,386,1,False,1,13,True,1,False,2,0.18,0.47,0.1343,13,80,93,Medium-Low demand
14498,14499,3,True,9,7,False,6,False,2,0.74,0.58,0.1343,8,58,66,Medium-Low demand
12985,12986,3,True,6,6,False,6,False,1,0.64,0.89,0.1642,6,36,42,Medium-Low demand
1776,1777,1,False,3,17,False,6,False,1,0.48,0.31,0.3284,138,140,278,High demand
12167,12168,2,True,5,4,False,0,False,1,0.62,0.83,0.194,4,7,11,Low demand
15308,15309,4,True,10,1,False,5,True,1,0.54,0.68,0.1045,3,43,46,Low demand
5596,5597,3,False,8,2,False,5,True,1,0.62,0.88,0.1343,4,16,20,Low demand
4159,4160,3,False,6,5,False,1,True,2,0.62,0.83,0.1642,1,21,22,Low demand
9435,9436,1,True,2,1,False,5,True,1,0.3,0.56,0.3284,3,19,22,Low demand
16666,16667,4,True,12,5,False,0,False,2,0.26,0.93,0.0,1,7,8,Low demand
13850,13851,3,True,8,7,False,0,False,1,0.74,0.74,0.2985,18,50,68,Medium-High demand
1393,1394,1,False,3,8,False,4,True,1,0.14,0.39,0.2985,4,216,220,Low demand
16973,16974,4,True,12,0,False,6,False,1,0.3,0.7,0.0,4,90,94,Low demand
4741,4742,3,False,7,11,False,4,True,2,0.86,0.63,0.2985,27,79,106,Medium-High demand
7189,7190,4,False,11,4,False,2,True,1,0.34,0.81,0.2239,1,7,8,Low demand
8360,8361,4,False,12,0,False,2,True,1,0.36,0.57,0.1045,0,21,21,Low demand
10295,10296,1,True,3,1,False,6,False,1,0.3,0.36,0.2537,1,50,51,Low demand
10727,10728,2,True,3,2,False,3,True,1,0.34,0.49,0.2985,0,3,3,Low demand
14888,14889,3,True,9,13,False,1,True,1,0.64,0.65,0.2537,112,231,343,High demand
2764,2765,2,False,4,2,False,6,False,2,0.44,0.54,0.2239,12,53,65,Medium-Low demand
6340,6341,4,False,9,18,False,1,True,1,0.66,0.83,0.1045,63,490,553,High demand
9456,9457,1,True,2,22,False,5,True,1,0.34,0.49,0.1045,3,116,119,Low demand
13809,13810,3,True,8,14,False,5,True,2,0.86,0.44,0.2537,102,229,331,High demand
13165,13166,3,True,7,18,False,6,False,1,0.94,0.29,0.0896,83,194,277,High demand
6946,6947,4,False,10,1,False,6,False,1,0.4,0.62,0.194,20,50,70,Medium-High demand
16668,16669,4,True,12,7,False,0,False,2,0.24,0.93,0.1343,5,26,31,Medium-Low demand
17188,17189,1,True,12,23,False,0,False,1,0.24,0.6,0.0,3,22,25,Low demand
9376,9377,1,True,1,14,False,2,True,1,0.5,0.29,0.3284,18,142,160,Medium-High demand
5936,5937,3,False,9,21,False,5,True,1,0.66,0.89,0.0,49,154,203,High demand
15876,15877,4,True,10,17,False,0,False,3,0.46,0.77,0.5224,37,188,225,Medium-High demand
4454,4455,3,False,7,12,False,6,False,1,0.8,0.46,0.2537,145,221,366,High demand
4047,4048,3,False,6,13,False,3,True,2,0.82,0.56,0.2537,34,113,147,Medium-High demand
3620,3621,2,False,6,18,False,6,False,2,0.74,0.3,0.1642,127,214,341,High demand
1949,1950,2,False,3,0,False,0,False,2,0.26,0.41,0.1642,5,26,31,Medium-Low demand
15586,15587,4,True,10,15,False,2,True,1,0.54,0.41,0.3284,76,270,346,High demand
4688,4689,3,False,7,6,False,2,True,2,0.72,0.74,0.1045,8,126,134,Medium-Low demand
14681,14682,3,True,9,22,False,6,False,2,0.58,0.78,0.2985,18,176,194,Medium-High demand
6778,6779,4,False,10,0,False,6,False,1,0.46,0.55,0.1045,18,88,106,Medium-High demand
9842,9843,1,True,2,1,True,1,False,2,0.24,0.87,0.0896,3,12,15,Low demand
16861,16862,4,True,12,8,False,1,True,2,0.42,1.0,0.2537,9,575,584,Medium-Low demand
9947,9948,1,True,2,12,False,5,True,2,0.4,0.76,0.1343,27,201,228,Medium-High demand
8542,8543,1,False,12,16,False,2,True,3,0.44,0.88,0.3284,2,44,46,Low demand
15833,15834,4,True,10,22,False,5,True,2,0.52,0.83,0.1343,37,180,217,Medium-High demand
7042,7043,4,False,10,1,False,3,True,1,0.44,0.67,0.2537,3,9,12,Low demand
8019,8020,4,False,12,19,False,1,True,2,0.46,0.77,0.0,13,295,308,Medium-Low demand
790,791,1,False,2,9,False,6,False,3,0.2,1.0,0.0896,3,17,20,Low demand
10085,10086,1,True,3,7,False,4,True,2,0.44,0.94,0.1343,8,296,304,Medium-Low demand
4965,4966,3,False,7,19,False,6,False,1,0.74,0.33,0.2239,101,155,256,High demand
7179,7180,4,False,10,18,False,1,True,1,0.4,0.66,0.0896,30,392,422,Medium-High demand
15091,15092,4,True,9,0,False,3,True,1,0.58,0.64,0.2985,6,34,40,Medium-Low demand
14937,14938,3,True,9,14,False,3,True,1,0.62,0.38,0.2537,59,227,286,High demand
7172,7173,4,False,10,11,False,1,True,1,0.4,0.5,0.1343,31,97,128,Medium-High demand
15931,15932,4,True,11,12,False,4,True,3,0.38,0.62,0.1642,23,198,221,Medium-High demand
12003,12004,2,True,5,8,False,0,False,1,0.56,0.56,0.1642,51,120,171,High demand
16633,16634,4,True,11,20,False,5,True,1,0.32,0.66,0.0,12,233,245,Medium-Low demand
16050,16051,4,True,11,11,False,2,True,1,0.32,0.45,0.1343,39,177,216,Medium-High demand
5392,5393,3,False,8,14,False,3,True,1,0.82,0.36,0.1642,54,138,192,High demand
12443,12444,2,True,6,16,False,4,True,1,0.72,0.34,0.2239,77,389,466,High demand
10926,10927,2,True,4,10,False,4,True,1,0.42,0.35,0.2836,88,158,246,High demand
10468,10469,1,True,3,7,False,6,False,2,0.4,1.0,0.1343,29,57,86,Medium-High demand
8500,8501,1,False,12,21,False,0,False,1,0.3,0.56,0.1343,4,15,19,Low demand
2939,2940,2,False,5,9,False,6,False,1,0.54,0.49,0.2836,54,164,218,High demand
2702,2703,2,False,4,12,False,3,True,1,0.66,0.78,0.3284,38,135,173,Medium-High demand
16412,16413,4,True,11,14,False,3,True,1,0.46,0.33,0.194,84,329,413,High demand
7325,7326,4,False,11,20,False,0,False,1,0.36,0.81,0.1045,16,100,116,Medium-Low demand
11286,11287,2,True,4,11,False,5,True,1,0.54,0.68,0.1642,64,190,254,High demand
8736,8737,1,True,1,20,False,3,True,2,0.2,0.4,0.194,2,121,123,Low demand
13404,13405,3,True,7,17,False,2,True,1,0.92,0.29,0.0,95,675,770,High demand
7539,7540,4,False,11,18,False,2,True,2,0.5,0.72,0.2836,27,414,441,Medium-High demand
15807,15808,4,True,10,20,False,4,True,2,0.52,0.88,0.1343,28,319,347,Medium-High demand
6561,6562,4,False,10,23,False,3,True,1,0.5,0.77,0.1045,9,64,73,Medium-Low demand
9780,9781,1,True,2,11,False,5,True,1,0.36,0.62,0.4179,9,133,142,Medium-Low demand
15506,15507,4,True,10,7,False,6,False,1,0.3,0.61,0.1642,10,60,70,Medium-Low demand
4879,4880,3,False,7,5,False,3,True,1,0.7,0.54,0.2836,0,18,18,Low demand
13086,13087,3,True,7,11,True,3,False,1,0.82,0.46,0.1343,164,321,485,High demand
4864,4865,3,False,7,14,False,2,True,1,0.86,0.3,0.2836,46,101,147,Medium-High demand
4994,4995,3,False,8,0,False,1,True,1,0.72,0.7,0.2239,7,22,29,Medium-Low demand
12670,12671,2,True,6,3,False,0,False,1,0.54,0.64,0.1045,6,22,28,Medium-Low demand
9908,9909,1,True,2,21,False,3,True,2,0.48,0.33,0.2836,19,220,239,Medium-High demand
15796,15797,4,True,10,9,False,4,True,2,0.52,0.83,0.194,23,320,343,Medium-High demand
2615,2616,2,False,4,21,False,6,False,2,0.56,0.83,0.2836,32,103,135,Medium-High demand
11253,11254,2,True,4,2,False,4,True,2,0.42,0.77,0.0,2,4,6,Low demand
3179,3180,2,False,5,9,False,2,True,2,0.54,0.88,0.2537,17,190,207,Medium-Low demand
3175,3176,2,False,5,5,False,2,True,3,0.52,0.94,0.2537,0,22,22,Low demand
14827,14828,3,True,9,0,False,6,False,1,0.6,0.83,0.1045,38,169,207,Medium-High demand
9354,9355,1,True,1,16,False,1,True,1,0.34,0.25,0.194,11,210,221,Medium-Low demand
10994,10995,2,True,4,6,False,0,False,1,0.36,0.37,0.0,7,21,28,Medium-Low demand
8420,8421,1,False,12,12,False,4,True,2,0.48,0.55,0.0,22,180,202,Medium-High demand
14695,14696,3,True,9,12,False,0,False,1,0.66,0.47,0.0,247,510,757,High demand
11964,11965,2,True,5,17,False,5,True,1,0.66,0.34,0.1343,124,688,812,High demand
13479,13480,3,True,7,20,False,5,True,3,0.64,0.83,0.3881,35,216,251,Medium-High demand
5300,5301,3,False,8,18,False,6,False,1,0.7,0.74,0.2239,123,169,292,High demand
10174,10175,1,True,3,0,False,1,True,1,0.24,0.44,0.194,2,15,17,Low demand
6951,6952,4,False,10,6,False,6,False,1,0.36,0.71,0.0,1,17,18,Low demand
7898,7899,4,False,11,18,False,3,True,1,0.34,0.49,0.3284,7,369,376,Medium-Low demand
6081,6082,3,False,9,23,False,4,True,1,0.44,0.67,0.2239,8,61,69,Medium-Low demand
1925,1926,2,False,3,0,False,6,False,2,0.26,0.38,0.2836,3,25,28,Low demand
4667,4668,3,False,7,9,False,1,True,1,0.74,0.67,0.2239,33,170,203,Medium-High demand
778,779,1,False,2,21,False,5,True,2,0.24,0.7,0.1642,2,41,43,Low demand
7670,7671,4,False,11,5,False,1,True,2,0.44,1.0,0.0,0,20,20,Low demand
7149,7150,4,False,10,12,False,0,False,1,0.38,0.5,0.194,85,229,314,High demand
13147,13148,3,True,7,0,False,6,False,1,0.78,0.66,0.1343,35,115,150,Medium-High demand
5549,5550,3,False,8,3,False,3,True,1,0.58,0.68,0.1343,0,1,1,Low demand
5678,5679,3,False,8,1,False,2,True,1,0.56,0.68,0.1045,6,7,13,Medium-Low demand
10268,10269,1,True,3,22,False,4,True,1,0.56,0.49,0.3284,12,141,153,Medium-Low demand
12953,12954,3,True,6,22,False,4,True,1,0.76,0.52,0.1642,50,224,274,High demand
890,891,1,False,2,14,False,3,True,1,0.2,0.34,0.2985,2,56,58,Low demand
14710,14711,3,True,9,3,False,1,True,1,0.52,0.68,0.2836,5,7,12,Medium-Low demand
11501,11502,2,True,4,10,False,0,False,1,0.42,0.67,0.0896,127,253,380,High demand
5530,5531,3,False,8,8,False,2,True,2,0.62,0.5,0.0,43,461,504,Medium-High demand
17285,17286,1,True,12,2,False,5,True,1,0.24,0.6,0.2537,0,5,5,Low demand
15844,15845,4,True,10,9,False,6,False,1,0.5,0.77,0.2537,88,240,328,High demand
2229,2230,2,False,4,18,False,4,True,1,0.48,0.55,0.2537,68,265,333,High demand
7175,7176,4,False,10,14,False,1,True,2,0.44,0.47,0.2239,22,119,141,Medium-High demand
13535,13536,3,True,7,4,False,1,True,2,0.66,0.94,0.1343,0,8,8,Low demand
7968,7969,4,False,12,16,False,6,False,1,0.38,0.46,0.0,75,230,305,High demand
11337,11338,2,True,4,14,False,0,False,3,0.38,0.87,0.3284,3,50,53,Low demand
11649,11650,2,True,5,14,False,6,False,3,0.7,0.61,0.2985,187,241,428,High demand
1350,1351,1,False,3,13,False,2,True,1,0.32,0.39,0.0,13,65,78,Medium-Low demand
2431,2432,2,False,4,5,False,6,False,2,0.38,0.87,0.2836,1,3,4,Low demand
8965,8966,1,True,1,10,False,6,False,1,0.16,0.47,0.0,14,135,149,Medium-Low demand
3988,3989,2,False,6,2,False,1,True,1,0.64,0.89,0.0896,2,0,2,Low demand
7930,7931,4,False,12,2,False,5,True,1,0.24,0.75,0.0,0,10,10,Low demand
15026,15027,4,True,9,7,False,0,False,1,0.46,0.59,0.2239,9,48,57,Medium-Low demand
11231,11232,2,True,4,4,False,3,True,2,0.5,0.42,0.2836,0,7,7,Low demand
15989,15990,4,True,11,22,False,6,False,1,0.32,0.57,0.1045,13,133,146,Medium-Low demand
2545,2546,2,False,4,23,False,3,True,1,0.6,0.4,0.3284,14,79,93,Medium-Low demand
7014,7015,4,False,10,21,False,1,True,1,0.46,0.87,0.1045,12,114,126,Medium-Low demand
257,258,1,False,1,2,False,3,True,1,0.14,0.86,0.1343,0,1,1,Low demand
4782,4783,3,False,7,4,False,6,False,1,0.76,0.66,0.1045,5,4,9,Medium-Low demand
1941,1942,2,False,3,16,False,6,False,1,0.34,0.23,0.194,118,130,248,High demand
11380,11381,2,True,4,9,False,2,True,1,0.4,0.47,0.3582,6,302,308,Medium-Low demand
14810,14811,3,True,9,7,False,5,True,2,0.56,0.88,0.0,17,437,454,Medium-Low demand
1649,1650,1,False,3,7,False,1,True,2,0.28,0.61,0.0,4,84,88,Low demand
7421,7422,4,False,11,20,False,4,True,2,0.36,0.62,0.2836,8,160,168,Medium-Low demand
5774,5775,3,False,9,1,False,6,False,2,0.64,0.69,0.2537,17,57,74,Medium-Low demand
3152,3153,2,False,5,6,False,1,True,1,0.52,0.88,0.1642,11,93,104,Medium-Low demand
1110,1111,1,False,2,0,False,6,False,1,0.48,0.12,0.4925,6,23,29,Medium-Low demand
14409,14410,3,True,8,14,False,2,True,1,0.84,0.38,0.3284,72,179,251,High demand
11119,11120,2,True,4,12,False,5,True,1,0.5,0.31,0.0,104,218,322,High demand
3304,3305,2,False,5,14,False,0,False,3,0.62,0.69,0.194,125,191,316,High demand
